Woonplaats;Woonplaats code;Mutatiedatum WPL;Einddatum WPL;Gemeente;Gemeente code;Ingangsdatum nieuwe gemeente;Gemeente beeindigd per
Kraggenburg;1275;;;Noordoostpolder;171;;
Kreileroord;2433;;;Wieringermeer;463;;01-01-2012
Kreileroord;2433;;;Hollands Kroon;1911;01-01-2012;
Krewerd;3238;;;Delfzijl;10;;
Krimpen aan de Lek;2375;;;Nederlek;643;;
Krimpen aan den IJssel;1144;;;Krimpen aan den IJssel;542;;
Kring van Dorth;1341;;;Lochem;262;;
Krommenie;1880;;;Zaanstad;479;;
Kronenberg;1516;;;Horst aan de Maas;1507;;
Kropswolde;1020;;;Hoogezand-Sappemeer;18;;
Kruiningen;3463;;;Reimerswaal;703;;
Kruisland;1403;;;Steenbergen;851
Kûbaard;2024;;;Littenseradiel;140
Kudelstaart;2572;;;Aalsmeer;358
Kuinre;2704;;;Steenwijkerland;1708
Kuitaart;3097;;;Hulst;677
Kwadendamme;1257;;;Borsele;654
Kwadijk;1839;;;Zeevang;478
Kwintsheul;2657;;;Westland;1783
Laag Zuthem;1495;;;Raalte;177
Laag-Keppel;1522;;;Bronckhorst;1876
Laag-Soeren;1506;;;Rheden;275
Lage Mierde;1876;;;Reusel-De Mierden;1667
Lage Vuursche;1093;;;Baarn;308
Lage Zwaluwe;2576;;;Drimmelen;1719
Lageland;1352;;;Slochteren;40
Lambertschaag;3150;;;Medemblik;420
Lamswaarde;3099;;;Hulst;677
Landerum;2618;;;Terschelling;93
Landgraaf;3055;;;Landgraaf;882
Landhorst;2080;;;Sint Anthonis;1702
Landsmeer;1328;;;Landsmeer;415
Langbroek;1303;;;Wijk bij Duurstede;352
Langedijke;1759;;;Ooststellingwerf;85
Langelille;1724;;;Weststellingwerf;98
Langelo;1638;;;Noordenveld;1699
Langenboom;1978;;;Mill en Sint Hubert;815
Langerak;1808;;;Liesveld;694
Langeveen;1289;;;Tubbergen;183
Langeweg;1326;;;Moerdijk;1709
Langezwaag;3349;;;Opsterland;86
Langweer;2494;;;Skarsterlân;51
Laren;1342;;;Lochem;262
Laren;2890;;;Laren;417
Lathum;1301;;;Zevenaar;299
Lattrop-Breklenkamp;1410;;;Dinkelland;1774
Lauwersoog;3419;;;De Marne;1663
Lauwerzijl;2120;;;Zuidhorn;56
Ledeacker;2081;;;Sint Anthonis;1702
Leek;2341;;;Leek;22
Leende;1315;;;Heeze-Leende;1658
Leens;3420;;;De Marne;1663
Leerbroek;2110;;;Zederik;707
Leerdam;2271;;;Leerdam;545
Leermens;3448;;;Loppersum;24
Leersum;3336;;;Utrechtse Heuvelrug;1581
Leeuwarden;1197;;;Leeuwarden;80
Leeuwarden;3543;05-01-2012;;Leeuwarden;80
Legemeer;2495;;;Skarsterlân;51
Leiden;2088;;;Leiden;546
Leiderdorp;2112;;;Leiderdorp;547
Leidschendam;1621;;;Leidschendam-Voorburg;1916
Leimuiden;3036;;;Kaag en Braassem;1884
Leimuiden;3541;04-01-2012;;Kaag en Braassem;1884
Leimuiderbrug;1605;;;Haarlemmermeer;394
Lekkerkerk;2376;;;Nederlek;643
Lekkum;1198;;;Leeuwarden;80
Lellens;1835;;;Ten Boer;9
Lelystad;1051;;;Lelystad;995
Lemele;2552;;;Ommen;175
Lemelerveld;1238;;;Dalfsen;148
Lemiers;1430;;;Vaals;981
Lemmer;2245;;;Lemsterland;82
Lengel;2208;;;Montferland;1955
Lent;2545;;;Nijmegen;268
Leons;2025;;;Littenseradiel;140
Lepelstraat;1939;;;Bergen op Zoom;748
Lettelbert;2342;;;Leek;22
Lettele;2858;;;Deventer;150
Leunen;2330;;;Venray;984
Leur;2567;;;Wijchen;296
Leusden;2638;;;Leusden;327
Leuth;2876;;;Ubbergen;282
Leutingewolde;1639;;;Noordenveld;1699
Leuvenheim;1112;;;Brummen;213
Leveroy;2040;;;Nederweert;946
Lewedorp;1258;;;Borsele;654
Lexmond;2105;;;Zederik;707
Lichtaard;3207;;;Ferwerderadiel;1722
Lichtenvoorde;2227;;;Oost Gelre;1586
Liempde;2440;;;Boxtel;757
Lienden;3379;;;Buren;214
Lierderholthuis;1496;;;Raalte;177
Lieren;2250;;;Apeldoorn;200
Lierop;2746;;;Someren;847
Lies;2616;;;Terschelling;93
Lieshout;1447;;;Laarbeek;1659
Liessel;1776;;;Deurne;762
Lievelde;2225;;;Oost Gelre;1586
Lieveren;1640;;;Noordenveld;1699
Lijnden;1616;;;Haarlemmermeer;394
Limbricht;2815;;;Sittard-Geleen;1883
Limmen;2270;;;Castricum;383
Linde;3168;;;De Wolden;1690
Linden;1453;;;Cuijk;1684
Linne;1921;;;Maasgouw;1641
Linschoten;1963;;;Montfoort;335
Lioessens;3401;;;Dongeradeel;58;;
Lippenhuizen;3350;;;Opsterland;86;;
Lisse;1466;;;Lisse;553;;
Lisserbroek;1609;;;Haarlemmermeer;394;;
Lith;3468;;;Oss;828;;
Lithoijen;3469;;;Oss;828;;
Lobith;2978;;;Rijnwaarden;196;;
Lochem;1343;;;Lochem;262;;
Loenen;2251;;;Apeldoorn;200;;
Loenen aan de Vecht;2219;;;Loenen;329;;01-01-2011
Loenen aan de Vecht;2219;;;Stichtse Vecht;1904;01-01-2011;
Loenersloot;2220;;;Loenen;329;;01-01-2011
Loenersloot;2220;;;Stichtse Vecht;1904;01-01-2011;
Loënga;2862;;;Sneek;91;;01-01-2011
Loënga;2862;;01-01-2011;Súdwest Fryslân;1900;01-01-2011;
Loënga;3505;01-01-2011;;Súdwest Fryslân;1900;;
Loerbeek;2209;;;Montferland;1955;;
Lollum;2316;;;Wûnseradiel;710;;01-01-2011
Lollum;2316;;;Súdwest Fryslân;1900;01-01-2011;
Lomm;3141;;;Venlo;983;;
Longerhouw;2317;;;Wûnseradiel;710;;01-01-2011
Longerhouw;2317;;;Súdwest Fryslân;1900;01-01-2011;
Loo Gld;2098;;;Duiven;226;;
Loo Gld;3135;;;Lingewaard;1705;;
Loon;2392;;;Assen;106;;
Loon op Zand;3053;;;Loon op Zand;809;;
Loosbroek;3061;;;Bernheze;1721;;
Loosdrecht;3002;;06-03-2012;Wijdemeren;1696;;
Loosdrecht;3537;09-12-2011;;Wijdemeren;1696;;
Loozen;1556;;;Hardenberg;160;;
Lopik;1960;;;Lopik;331;;
Lopikerkapel;1961;;;Lopik;331;;
Loppersum;3449;;;Loppersum;24;;
Losdorp;3239;;;Delfzijl;10;;
Losser;1713;;;Losser;168;;
Lottum;1033;;;Horst aan de Maas;1507;;
Lucaswolde;2262;;;Marum;25;;
Luddeweer;1353;;;Slochteren;40;;
Luinjeberd;2183;;;Heerenveen;74;;
Lunteren;2765;;;Ede;228;;
Lutjebroek;1104;;;Stede Broec;532;;
Lutjegast;2177;;;Grootegast;15;;
Lutjewinkel;2517;;;Niedorp;412;;01-01-2012
Lutjewinkel;2517;;;Hollands Kroon;1911;01-01-2012;
Luttelgeest;1273;;;Noordoostpolder;171;;
Lutten;1557;;;Hardenberg;160;;
Luttenberg;1494;;;Raalte;177;;
Luxwoude;3351;;;Opsterland;86;;
Luyksgestel;1458;;;Bergeijk;1724;;
Lytsewierrum;2026;;;Littenseradiel;140;;
Maarheeze;1568;;;Cranendonck;1706;;
Maarn;3340;;;Utrechtse Heuvelrug;1581;;
Maarsbergen;3341;;;Utrechtse Heuvelrug;1581;;
Maarssen;2064;;;Maarssen;333;;01-01-2011
Maarssen;2064;;;Stichtse Vecht;1904;01-01-2011;
Maartensdijk;2936;;;De Bilt;310;;
Maasbommel;1772;;;West Maas en Waal;668;;
Maasbracht;1920;;;Maasgouw;1641;;
Maasbree;2601;;;Peel en Maas;1894;;
Maasdam;2382;;;Binnenmaas;585;;
Maasdijk;2658;;;Westland;1783;;
Maashees;1218;;;Boxmeer;756;;
Maasland;2806;;;Midden-Delfland;1842;;
Maassluis;1069;;;Maassluis;556;;
Maastricht;1406;;;Maastricht;935;;
Maastricht-Airport;1672;;;Beek;888;;
Maasvlakte Rotterdam;3084;;;Rotterdam;599;;
Macharen;3252;;;Oss;828;;
Made;2577;;;Drimmelen;1719;;
Makkinga;1760;;;Ooststellingwerf;85;;
Makkum;2318;;;Wûnseradiel;710;;01-01-2011
Makkum;2318;;;Súdwest Fryslân;1900;01-01-2011;
Malden;3494;;;Heumen;252;;
Mander;1290;;;Tubbergen;183;;
Manderveen;1291;;;Tubbergen;183;;
Mantgum;2027;;;Littenseradiel;140;;
Mantinge;3016;;;Midden-Drenthe;1731;;
Maren-Kessel;3471;;;Oss;828;;
Margraten;1694;;;Margraten;936;;01-01-2011
Margraten;1694;;;Eijsden-Margraten;1903;01-01-2011;
Maria Hoop;2043;;;Echt-Susteren;1711;;
Mariahout;1448;;;Laarbeek;1659;;
Mariaparochie;1292;;;Tubbergen;183;;
Mariënberg;1558;;;Hardenberg;160;;
Mariënheem;1493;;;Raalte;177;;
Mariënvelde;2230;;;Oost Gelre;1586;;
Marijenkampen;2705;;;Steenwijkerland;1708;;
Markelo;1444;;;Hof van Twente;1735;;
Marken;1943;;;Waterland;852;;
Markenbinnen;1904;;;Graft-De Rijp;365;;
Markenbinnen;3556;24-04-2012;;Graft-de Rijp;365;;
Marknesse;1274;;;Noordoostpolder;171;;
Marle;1383;;;Olst-Wijhe;1773;;
Marrum;3208;;;Ferwerderadiel;1722;;
Marsum;2730;;;Menaldumadeel;83;;01-01-2011
Marsum;2730;;;Menameradiel;1908;01-01-2011;
Marum;2263;;;Marum;25
Marwijksoord;1170;;;Aa en Hunze;1680
Mastenbroek;2200;;;Zwartewaterland;1896
Mastenbroek;2901;;;Kampen;166
Matsloot;1641;;;Noordenveld;1699
Maurik;3380;;;Buren;214
Mechelen;1231;;;Gulpen-Wittem;1729
Medemblik;3151;;;Medemblik;420
Meeden;2277;;;Menterwolde;1987
Meedhuizen;3240;;;Delfzijl;10
Meerkerk;2108;;;Zederik;707
Meerlo;1858;;;Horst aan de Maas;1507
Meerssen;1463;;;Meerssen;938
Meerstad;3488;;;Slochteren;40
Meeuwen;1955;;;Aalburg;738
Megchelen;1584;;;Oude IJsselstreek;1509
Megen;3251;;;Oss;828;;
Meijel;2140;;;Peel en Maas;1894;;
Melderslo;1034;;;Horst aan de Maas;1507;;
Melick;2591;;;Roerdalen;1669;;
Meliskerke;2780;;;Veere;717;;
Melissant;2379;;;Dirksland;504;;
Menaam;2731;;;Menaldumadeel;83;;01-01-2011
Menaam;2731;;;Menameradiel;1908;01-01-2011;
Mensingeweer;3421;;;De Marne;1663;;
Meppel;1082;;;Meppel;119;;
Meppen;2157;;;Coevorden;109;;
Merkelbeek;2847;;;Onderbanken;881;;
Merselo;2331;;;Venray;984;;
Meteren;3219;01-06-2010;14-12-2011;Geldermalsen;236;;
Meteren;3530;24-11-2011;;Geldermalsen;236;;
Meterik;1035;;;Horst aan de Maas;1507;;
Metslawier;3402;;;Dongeradeel;58;;
Mheer;1695;;;Margraten;936;;01-01-2011
Mheer;1695;;;Eijsden-Margraten;1903;01-01-2011;
Middelaar;2801;;;Mook en Middelaar;944;;
Middelburg;1007;;;Middelburg;687;;
Middelharnis;3143;;;Middelharnis;559;;
Middelie;1840;;;Zeevang;478;;
Middelstum;3450;;;Loppersum;24;;
Middenbeemster;2170;;;Beemster;370;;
Middenmeer;2434;;;Wieringermeer;463;;01-01-2012
Middenmeer;2434;;;Hollands Kroon;1911;01-01-2012;
Midlaren;2926;;;Tynaarlo;1730;;
Midlum;2892;;;Harlingen;72;;
Midsland;2619;;;Terschelling;93;;
Midwolda;1897;;;Oldambt;1895;;
Midwolde;2343;;;Leek;22;;
Midwoud;3152;;;Medemblik;420
Miedum;1199;;;Leeuwarden;80
Mierlo;1127;;;Geldrop-Mierlo;1771
Mijdrecht;1929;;07-02-2012;De Ronde Venen;736
Mijdrecht;3549;07-02-2012;;De Ronde Venen;736
Mijnsheerenland;2383;;;Binnenmaas;585
Mildam;2191;;;Heerenveen;74
Milheeze;2091;;;Gemert-Bakel;1652
Mill;1976;;;Mill en Sint Hubert;815
Millingen aan de Rijn;2289;;;Millingen aan de Rijn;265
Milsbeek;2479;;;Gennep;907
Minnertsga;3333;;;het Bildt;63
Mirns;1678;;;Gaasterlân-Sleat;653
Moddergat;3403;;;Dongeradeel;58
Moerdijk;1322;;;Moerdijk;1709
Moergestel;2647;;;Oisterwijk;824
Moerkapelle;1212;;;Zuidplas;1892;;
Moerstraten;1593;;;Roosendaal;1674;;
Molenaarsgraaf;1983;;;Graafstroom;693;;
Molenhoek;2802;;;Mook en Middelaar;944;;
Molenschot;2069;;;Gilze en Rijen;784;;
Molkwerum;1967;;;Nijefurd;104;;01-01-2011
Molkwerum;1967;;;Súdwest Fryslân;1900;01-01-2011;
Monnickendam;1944;;;Waterland;852;;
Monster;2659;;;Westland;1783;;
Montfoort;1964;;;Montfoort;335;;
Montfort;2592;;;Roerdalen;1669;;
Mook;2803;;;Mook en Middelaar;944;;
Mookhoek;2796;;;Strijen;617;;
Moordrecht;1244;;;Zuidplas;1892;;
Moorveld;1464;;;Meerssen;938;;
Morra;3404;;;Dongeradeel;58;;
Muiden;1518;;;Muiden;424
Muiderberg;1519;;;Muiden;424
Mûnein;2446;;;Tytsjerksteradiel;737
Munnekeburen;1725;;;Weststellingwerf;98
Munnekezijl;3312;;;Kollumerland en Nieuwkruisland;79
Munstergeleen;2816;;;Sittard-Geleen;1883
Muntendam;2278;;;Menterwolde;1987
Mussel;3077;;;Stadskanaal;37
Musselkanaal;3075;;;Stadskanaal;37
Naaldwijk;2660;;;Westland;1783
Naarden;1052;;;Naarden;425
Nagele;1278;;;Noordoostpolder;171
Nederasselt;3497;;;Heumen;252
Nederhemert;2633;;;Zaltbommel;297
Nederhorst den Berg;3003;;;Wijdemeren;1696
Nederland;2706;;;Steenwijkerland;1708
Nederweert;2037;;;Nederweert;946
Nederweert-Eind;2039;;;Nederweert;946
Neede;1656;;;Berkelland;1859
Neer;2952;;;Leudal;1640
Neerijnen;3363;;;Neerijnen;304
Neeritter;2953;;;Leudal;1640
Neerkant;1777;;;Deurne;762
Neerlangel;3261;;;Oss;828
Neerloon;3262;;;Oss;828
Nes;2531;;;Boarnsterhim;55
Nes;2588;;;Ameland;60
Nes;3405;;;Dongeradeel;58
Netersel;1068;;;Bladel;1728
Netterden;1583;;;Oude IJsselstreek;1509
Niawier;3406;;;Dongeradeel;58
Nibbixwoud;3153;;;Medemblik;420
Niebert;2264;;;Marum;25
Niehove;2121;;;Zuidhorn;56
Niekerk;2178;;;Grootegast;15
Niekerk;3422;;;De Marne;1663
Nietap;1642;;;Noordenveld;1699
Nieuw Annerveen;1171;;;Aa en Hunze;1680
Nieuw Beerta;1421;;;Oldambt;1895
Nieuw- en Sint Joosland;1009;;;Middelburg;687
Nieuw Heeten;1499;;;Raalte;177
Nieuw Namen;3093;;;Hulst;677
Nieuw Scheemda;1894;;;Oldambt;1895
Nieuwaal;2634;;;Zaltbommel;297
Nieuw-Amsterdam;1993;;;Emmen;114
Nieuw-Balinge;3018;;;Midden-Drenthe;1731
Nieuw-Beijerland;2887;;;Korendijk;588
Nieuw-Buinen;1797;;;Borger-Odoorn;1681
Nieuw-Dordrecht;1994;;;Emmen;114;;
Nieuwdorp;1259;;;Borsele;654;;
Nieuwe Niedorp;2518;;;Niedorp;412;;01-01-2012
Nieuwe Niedorp;2518;;;Hollands Kroon;1911;01-01-2012;
Nieuwe Pekela;1398;;;Pekela;765;;
Nieuwe Wetering;3037;;;Kaag en Braassem;1884;;
Nieuwebrug;2496;;;Skarsterlân;51;;
Nieuwediep;1172;;;Aa en Hunze;1680;;
Nieuwegein;1108;;;Nieuwegein;356;;
Nieuwehorne;2194;;;Heerenveen;74;;
Nieuwendijk;2216;;;Werkendam;870;;
Nieuwer Ter Aa;1394;;;Breukelen;311;;01-01-2011
Nieuwer Ter Aa;1394;;;Stichtse Vecht;1904;01-01-2011;
Nieuwerbrug aan den Rijn;2666;;;Bodegraven;497;;01-01-2011
Nieuwerbrug aan den Rijn;2666;;;Bodegraven-Reeuwijk;1901;01-01-2011;
Nieuwerkerk;2680;;;Schouwen-Duiveland;1676;;
Nieuwerkerk aan den IJssel;1016;;;Zuidplas;1892;;
Nieuweroord;1815;;;Hoogeveen;118;;
Nieuweroord;3017;;;Midden-Drenthe;1731;;
Nieuwersluis;2221;;;Loenen;329;;01-01-2011
Nieuwersluis;2221;;;Stichtse Vecht;1904;01-01-2011;
Nieuweschoot;2187;;;Heerenveen;74;;
Nieuwe-Tonge;3144;;;Middelharnis;559;;
Nieuwkoop;2667;;;Nieuwkoop;569;;
Nieuwkuijk;3502;;;Heusden;797;;
Nieuwland;2111;;;Zederik;707;;
Nieuwlande;1816;;;Hoogeveen;118;;
Nieuwlande Coevorden;2158;;;Coevorden;109;;
Nieuw-Lekkerland;2795;;;Nieuw-Lekkerland;571;;
Nieuwleusen;1239;;;Dalfsen;148;;
Nieuwolda;1896;;;Oldambt;1895;;
Nieuwpoort;1807;;;Liesveld;694;;
Nieuw-Roden;1643;;;Noordenveld;1699;;
Nieuw-Schoonebeek;1995;;;Emmen;114;;
Nieuwstadt;2047;;;Echt-Susteren;1711;;
Nieuwveen;2670;;;Nieuwkoop;569;;
Nieuw-Vennep;1602;;;Haarlemmermeer;394;;
Nieuwvliet;2969;;;Sluis;1714;;
Nieuw-Vossemeer;1404;;;Steenbergen;851;;
Nieuw-Weerdinge;1996;;;Emmen;114;;
Niezijl;2122;;;Zuidhorn;56;;
Niftrik;2569;;;Wijchen;296;;
Nigtevecht;2222;;;Loenen;329;;01-01-2011
Nigtevecht;2222;;;Stichtse Vecht;1904;01-01-2011;
Nij Altoenae;3330;;;het Bildt;63;;
Nij Beets;3352;;;Opsterland;86;;
Nijbroek;2607;;;Voorst;285;;
Nijeberkoop;1761;;;Ooststellingwerf;85;;
Nijega;3284;;;Smallingerland;90;;
Nijehaske;2497;;;Skarsterlân;51;;
Nijeholtpade;1726;;;Weststellingwerf;98;;
Nijeholtwolde;1727;;;Weststellingwerf;98;;
Nijelamer;1728;;;Weststellingwerf;98;;
Nijemirdum;1679;;;Gaasterlân-Sleat;653;;
Nijensleek;3116;;;Westerveld;1701;;
Nijetrijne;1729;;;Weststellingwerf;98;;
Nijeveen;1083;;;Meppel;119;;
Nijhuizum;1972;;;Nijefurd;104;;01-01-2011
Nijhuizum;1972;;;Súdwest Fryslân;1900;01-01-2011;
Nijkerk;2869;;;Nijkerk;267;;
Nijkerkerveen;2870;;;Nijkerk;267;;
Nijland;2414;;;Wymbritseradiel;683;;01-01-2011
Nijland;2414;;;Súdwest Fryslân;1900;01-01-2011;
Nijlande;1173;;;Aa en Hunze;1680;;
Nijmegen;3030;;;Nijmegen;268;;
Nijverdal;1042;;;Hellendoorn;163;;
Nispen;1591;;;Roosendaal;1674;;
Nisse;1260;;;Borsele;654;;
Nistelrode;3062;;;Bernheze;1721;;
Noardburgum;2450;;;Tytsjerksteradiel;737;;
Nooitgedacht;1174;;;Aa en Hunze;1680;;
Noorbeek;1696;;;Margraten;936;;01-01-2011
Noorbeek;1696;;;Eijsden-Margraten;1903;01-01-2011;
Noordbeemster;2171;;;Beemster;370;;
Noordbroek;2279;;;Menterwolde;1987;;
Noordeinde;1905;;;Graft-De Rijp;365;;
Noordeinde Gld;3070;;;Oldebroek;269;;
Noordeloos;1436;;;Giessenlanden;689;;
Noorden;2668;;;Nieuwkoop;569;;
Noordgouwe;2681;;;Schouwen-Duiveland;1676;;
Noordhoek;1325;;;Moerdijk;1709
Noordhorn;2123;;;Zuidhorn;56
Noordlaren;1268;;;Haren;17
Noord-Scharwoude;1118;;;Langedijk;416
Noordscheschut;1817;;;Hoogeveen;118
Noord-Sleen;2159;;;Coevorden;109
Noordwelle;2682;;;Schouwen-Duiveland;1676
Noordwijk;2061;;;Noordwijk;575
Noordwijk;2265;;;Marum;25
Noordwijkerhout;1927;;;Noordwijkerhout;576
Noordwolde;1730;;;Weststellingwerf;98
Noordwolde;2830;;;Bedum;5
Nootdorp;1142;;;Pijnacker-Nootdorp;1926
Norg;1644;;;Noordenveld;1699
Notter;1090;;;Wierden;189
Nuenen;2136;;;Nuenen, Gerwen en Nederwetten;820
Nuis;2266;;;Marum;25
Nuland;2748;;;Maasdonk;1671
Numansdorp;2372;;;Cromstrijen;611
Nunhem;2954;;;Leudal;1640
Nunspeet;2982;;;Nunspeet;302
Nuth;2358;;;Nuth;951
Nutter;1411;;;Dinkelland;1774
Obbicht;2817;;;Sittard-Geleen;1883
Obdam;1187;;;Koggenland;1598
Ochten;1097;;;Neder-Betuwe;1740
Odijk;2604;;;Bunnik;312
Odiliapeel;1849;;;Uden;856
Odoorn;1798;;;Borger-Odoorn;1681
Odoornerveen;1799;;;Borger-Odoorn;1681
Oeffelt;1219;;;Boxmeer;756
Oegstgeest;2744;;;Oegstgeest;579
Oene;1347;;;Epe;232;;
Oentsjerk;2443;;;Tytsjerksteradiel;737;;
Offingawier;2863;;;Sneek;91;;01-01-2011
Offingawier;2863;;01-01-2011;Súdwest Fryslân;1900;01-01-2011;
Offingawier;3506;01-01-2011;;Súdwest Fryslân;1900;;
Ohé en Laak;1923;;;Maasgouw;1641;;
Oijen;3470;;;Oss;828;;
Oirlo;2332;;;Venray;984;;
Oirsbeek;2101;;;Schinnen;962;;
Oirschot;1207;;;Oirschot;823;;
Oisterwijk;2646;;;Oisterwijk;824;;
Okkenbroek;2859;;;Deventer;150;;
Olburgen;1529;;;Bronckhorst;1876;;
Oldeberkoop;1762;;;Ooststellingwerf;85;;
Oldebroek;3071;;;Oldebroek;269;;
Oldeholtpade;1731;;;Weststellingwerf;98;;
Oldeholtwolde;1732;;;Weststellingwerf;98
Oldehove;2124;;;Zuidhorn;56
Oldekerk;2179;;;Grootegast;15
Oldelamer;1733;;;Weststellingwerf;98
Oldemarkt;2707;;;Steenwijkerland;1708
Oldenzaal;1668;;;Oldenzaal;173
Oldenzijl;3476;;;Eemsmond;1651
Oldeouwer;2498;;;Skarsterlân;51
Oldetrijne;1734;;;Weststellingwerf;98
Olst;1379;;;Olst-Wijhe;1773
Olterterp;3353;;;Opsterland;86
Ommel;2930;;;Asten;743
Ommen;2546;;;Ommen;175
Ommeren;3381;;;Buren;214
Onderdendam;2831;;;Bedum;5
Onna;2708;;;Steenwijkerland;1708
Onnen;1269;;;Haren;17
Onstwedde;3076;;;Stadskanaal;37
Ooij;2877;;;Ubbergen;282
Ooltgensplaat;2133;;;Oostflakkee;580
Oost West en Middelbeers;1208;;;Oirschot;823
Oostburg;2960;;;Sluis;1714
Oostdijk;3464;;;Reimerswaal;703
Oosteind;2957;;;Oosterhout;826
Oosterbeek;2990;;;Renkum;274
Oosterbierum;1375;;;Franekeradeel;70
Oosterblokker;1509;;;Drechterland;498
Oosterend;2614;;;Terschelling;93
Oosterend Nh;2742;;;Texel;448
Oosterhesselen;2160;;;Coevorden;109
Oosterhout;1869;;;Overbetuwe;1734
Oosterhout;2956;;;Oosterhout;826
Oosterland;2683;;;Schouwen-Duiveland;1676;;
Oosterleek;1510;;;Drechterland;498;;
Oosternieland;3477;;;Eemsmond;1651;;
Oosternijkerk;3407;;;Dongeradeel;58;;
Oosterstreek;1735;;;Weststellingwerf;98;;
Oosterwijk;2274;;;Leerdam;545;;
Oosterwijtwerd;3451;;;Loppersum;24;;
Oosterwolde;1763;;;Ooststellingwerf;85;;
Oosterwolde Gld;3072;;;Oldebroek;269;;
Oosterzee;2246;;;Lemsterland;82;;
Oost-Graftdijk;1906;;;Graft-De Rijp;365;;
Oost-Graftdijk;3554;24-04-2012;;Graft-de Rijp;365;;
Oosthem;2415;;;Wymbritseradiel;683;;01-01-2011
Oosthem;2415;;;Súdwest Fryslân;1900;01-01-2011;
Oosthuizen;1841;;;Zeevang;478;;
Oostkapelle;2781;;;Veere;717;;
Oostknollendam;2285;;;Wormerland;880
Oostrum;2333;;;Venray;984
Oostrum;3408;;;Dongeradeel;58
Oost-Souburg;1076;;;Vlissingen;718
Oostvoorne;1209;;;Westvoorne;614
Oostwold;1898;;;Oldambt;1895
Oostwold;2344;;;Leek;22
Oostwoud;3154;;;Medemblik;420
Oostzaan;2113;;;Oostzaan;431
Ootmarsum;1412;;;Dinkelland;1774
Opeinde;3285;;;Smallingerland;90
Opeinde;3524;reservering ingetrokken;;Smallingerland;90
Opende;2180;;;Grootegast;15
Ophemert;3364;;;Neerijnen;304
Opheusden;1098;;;Neder-Betuwe;1740
Opijnen;3365;;;Neerijnen;304
Oploo;2082;;;Sint Anthonis;1702;;
Opmeer;2791;;;Opmeer;432;;
Oppenhuizen;2416;;;Wymbritseradiel;683;;01-01-2011
Oppenhuizen;2416;;;Súdwest Fryslân;1900;01-01-2011;
Opperdoes;3155;;;Medemblik;420;;
Oranje;3019;;;Midden-Drenthe;1731;;
Oranjewoud;2189;;;Heerenveen;74;;
Orvelte;3020;;;Midden-Drenthe;1731;;
Ospel;2038;;;Nederweert;946;;
Oss;3249;;;Oss;828;;
Ossendrecht;1002;;;Woensdrecht;873;;
Ossenisse;3102;;;Hulst;677;;
Ossenwaard;2842;;;Vianen;620;;
Ossenzijl;2709;;;Steenwijkerland;1708;;
Oterleek;1888;;;Schermer;458;;
Otterlo;2767;;;Ede;228;;
Ottersum;2480;;;Gennep;907;;
Ottoland;1984;;;Graafstroom;693;;
Oud Ade;3038;;04-01-2012;Kaag en Braassem;1884;;
Oud Ade;3540;04-01-2012;;Kaag en Braassem;1884;;
Oud Annerveen;1175;;;Aa en Hunze;1680;;
Oud Gastel;1248;;;Halderberge;1655;;
Oud Ootmarsum;1413;;;Dinkelland;1774;;
Oud Zuilen;2066;;;Maarssen;333;;01-01-2011
Oud Zuilen;2066;;;Stichtse Vecht;1904;01-01-2011;
Oud-Alblas;1985;;;Graafstroom;693;;
Oud-Beijerland;2793;;;Oud-Beijerland;584;;
Ouddorp;2932;;;Goedereede;511;;
Oude Meer;1599;;;Haarlemmermeer;394;;
Oude Niedorp;2519;;;Niedorp;412;;01-01-2012
Oude Niedorp;2519;;;Hollands Kroon;1911;01-01-2012;
Oude Pekela;1397;;;Pekela;765;;
Oude Wetering;3039;;;Kaag en Braassem;1884;;
Oude Willem;3117;;;Westerveld;1701;;
Oudebildtzijl;3328;;;het Bildt;63;;
Oudega;1680;;;Gaasterlân-Sleat;653;;
Oudega;2417;;;Wymbritseradiel;683;;01-01-2011
Oudega;2417;;;Súdwest Fryslân;1900;01-01-2011;
Oudega;3286;;;Smallingerland;90;;
Oudehaske;2499;;;Skarsterlân;51;;
Oudehorne;2195;;;Heerenveen;74;;
Oudelande;1261;;;Borsele;654;;
Oudemirdum;1681;;;Gaasterlân-Sleat;653;;
Oudemolen;1320;;;Moerdijk;1709;;
Oudemolen;2917;;;Tynaarlo;1730;;
Oudenbosch;1246;;;Halderberge;1655;;
Oudendijk;1188;;;Koggenland;1598;;
Oudenhoorn;1388;;;Bernisse;568;;
Ouderkerk aan de Amstel;2129;;;Ouder-Amstel;437
Ouderkerk aan den IJssel;2373;;;Ouderkerk;644
Oudeschans;2233;;;Bellingwedde;7
Oudeschild;2743;;;Texel;448
Oudeschip;3478;;;Eemsmond;1651
Oudeschoot;2188;;;Heerenveen;74
Oudesluis;2763;;;Zijpe;476
Oude-Tonge;2134;;;Oostflakkee;580
Oudewater;1910;;;Oudewater;589
Oudezijl;1423;;;Oldambt;1895
Oudheusden;3519;01-09-2011;;Heusden;797
Oudkarspel;1119;;;Langedijk;416
Oudkarspel;3290;;;Harenkarspel;395
Oudorp;2350;;;Alkmaar;361
Oud-Vossemeer;2077;;;Tholen;716
Oudwoude;3313;;;Kollumerland en Nieuwkruisland;79
Ouwerkerk;2684;;;Schouwen-Duiveland;1676
Ouwsterhaule;2500;;;Skarsterlân;51
